,num,plain,jit,numpy
30,1600.0,0.012577943009091541,7.331502274610102e-05,0.00021232900326140225
31,1650.0,0.01320912700612098,7.1852991823107e-05,0.00016272100037895143
32,1700.0,0.013292018003994599,7.245800225064158e-05,0.000177296984475106
33,1750.0,0.013068458996713161,7.478502811864018e-05,0.000168369006132707
34,1800.0,0.013525110989576206,7.959900540299714e-05,0.00028636999195441604
35,1850.0,0.014335484011098742,7.726700277999043e-05,0.0001857479801401496
36,1900.0,0.015105155005585402,8.318701293319464e-05,0.00019518000772222877
37,1950.0,0.015432237996719778,8.444298873655498e-05,0.0001977139909286052
38,2000.0,0.015696565009420738,8.860399248078465e-05,0.00019924697699025273
39,2050.0,0.015774640982272103,9.026701445691288e-05,0.0002002709952648729
40,2100.0,0.0163849439995829,9.262000094167888e-05,0.00022113200975582004
41,2150.0,0.016599811002379283,9.389000479131937e-05,0.00020664301700890064
42,2200.0,0.017051161004928872,9.648801642470062e-05,0.00021412500063888729
43,2250.0,0.01734072298859246,0.00010064197704195976,0.00021148900850676
44,2300.0,0.019045207009185106,0.00013349400251172483,0.0003408009943086654
45,2350.0,0.019341070001246408,9.99240146484226e-05,0.00023146800231188536
46,2400.0,0.0179893120075576,0.00010089098941534758,0.0002323969965800643
47,2450.0,0.01827715800027363,0.00010447300155647099,0.00023013300960883498
48,2500.0,0.018668130011064932,0.00010583698167465627,0.0002369019784964621
49,2550.0,0.019491390994517133,0.00011567698675207794,0.00024337699869647622
50,2600.0,0.020802060986170545,0.00017145200399681926,0.00024101900635287166
51,2650.0,0.020572562993038446,0.00011145099415443838,0.00024573999689891934
52,2700.0,0.02042300399625674,0.00011408899445086718,0.0002491530030965805
53,2750.0,0.020453073986573145,0.0001513450115453452,0.0002559579734224826
54,2800.0,0.020832356007304043,0.00011928001185879111,0.0002641179889906198
55,2850.0,0.02125897101359442,0.0001248600019607693,0.00026376699679531157
56,2900.0,0.022533209004905075,0.00012735399650409818,0.0002775329921860248
57,2950.0,0.022824904008302838,0.00012813101056963205,0.0002798100176732987
58,3000.0,0.023222043993882835,0.00012669101124629378,0.00027401201077736914
59,3050.0,0.02276593999704346,0.0001330019731540233,0.0002894459757953882
60,3100.0,0.02395965499454178,0.00013648398453369737,0.0002916980010922998
61,3150.0,0.024505613022483885,0.0001362109906040132,0.0002889899769797921
62,3200.0,0.025431329995626584,0.0001363219926133752,0.00030376200447790325
63,3250.0,0.024210506002418697,0.00013869500253349543,0.00029353098943829536
64,3300.0,0.024614107998786494,0.00013845000648871064,0.0003012309898622334
65,3350.0,0.025010759010910988,0.00014321101480163634,0.00030270800925791264
66,3400.0,0.025378502992680296,0.00014358398038893938,0.0003103560011368245
67,3450.0,0.025724418985191733,0.000144416990224272,0.0003133610007353127
68,3500.0,0.026126712007680908,0.00014595000538975,0.0003155200101900846
69,3550.0,0.026572430011583492,0.00014942398411221802,0.0003235260082874447
70,3600.0,0.02690189899294637,0.0001507379929535091,0.0003260419762227684
71,3650.0,0.027214793022722006,0.00015470400103367865,0.0003470699884928763
72,3700.0,0.027649682975606993,0.00015460400027222931,0.00033399698440916836
73,3750.0,0.028062689991202205,0.00015824200818315148,0.0003361470007803291
74,3800.0,0.02831671599415131,0.00015964300837367773,0.00036225400981493294
75,3850.0,0.028727234981488436,0.00016327400226145983,0.00037057598819956183
76,3900.0,0.02906575900851749,0.00016470797709189355,0.0003699200169648975
77,3950.0,0.02949895098572597,0.00016529898857697845,0.00036932798684574664
78,4000.0,0.02988976999768056,0.00016835599672049284,0.0003712370235007256
79,4050.0,0.030183543014572933,0.00017000499065034091,0.0003760920080821961
80,4100.0,0.03060671698767692,0.00017300600302405655,0.00039161500171758235
81,4150.0,0.03102886799024418,0.0001791349786799401,0.0003849340137094259
82,4200.0,0.031368189986096695,0.00017816299805417657,0.00038670800859108567
83,4250.0,0.031675789010478184,0.00017873899196274579,0.00040456000715494156
84,4300.0,0.03207203600322828,0.00019061399507336318,0.00039937300607562065
85,4350.0,0.032449755002744496,0.00019157500355504453,0.0004069390124641359
86,4400.0,0.03495854200446047,0.00018788198940455914,0.00040505698416382074
87,4450.0,0.03315466799540445,0.0002080859849229455,0.0005967420001979917
88,4500.0,0.03361829699133523,0.000198894995264709,0.0004221470153424889
89,4550.0,0.034251478005899116,0.00020261001191101968,0.0004230109916534275
90,4600.0,0.0344678940018639,0.00020061701070517302,0.0004053390002809465
91,4650.0,0.03623692598193884,0.00020203800522722304,0.0004246479948051274
92,4700.0,0.03631117200711742,0.00020507900626398623,0.0004296409897506237
93,4750.0,0.03687767102383077,0.00020082000992260873,0.0004401729966048151
94,4800.0,0.037680943991290405,0.00020891299936920404,0.000444609991973266
95,4850.0,0.037684587005060166,0.0002224520139861852,0.0004323759931139648
96,4900.0,0.03995840798597783,0.0002050920156762004,0.0004306399787310511
97,4950.0,0.03694339300272986,0.00021516799461096525,0.00045491900527849793
